Entry	Entry name	Status	Protein names	Organism	Gene names  (primary )	Cross-reference (RefSeq)	Cross-reference (PhosphoSitePlus)
Q6MG59	G6B_RAT	reviewed	Megakaryocyte and platelet inhibitory receptor G6b (Protein G6b)	Rattus norvegicus (Rat)	Mpig6b	NP_001003976.1;	
Q66H91	GIT2_RAT	reviewed	ARF GTPase-activating protein GIT2 (ARF GAP GIT2) (Cool-interacting tyrosine-phosphorylated protein 2) (CAT-2) (CAT2) (G protein-coupled receptor kinase-interactor 2) (GRK-interacting protein 2)	Rattus norvegicus (Rat)	Git2	NP_001005553.1;	
Q5U315	GLD2_RAT	reviewed	Poly(A) RNA polymerase GLD2 (EC 2.7.7.19) (PAP-associated domain-containing protein 4) (Terminal nucleotidyltransferase 2)	Rattus norvegicus (Rat)	Tent2	NP_001008373.1;XP_008758861.1;	
Q80WL1	GLDN_RAT	reviewed	Gliomedin [Cleaved into: Gliomedin shedded ectodomain]	Rattus norvegicus (Rat)	Gldn	NP_852047.1;	
P20236	GBRA3_RAT	reviewed	Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3)	Rattus norvegicus (Rat)	Gabra3	NP_058765.3;XP_017457405.1;	P20236;
P47742	GBRR2_RAT	reviewed	Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor)	Rattus norvegicus (Rat)	Gabrr2	NP_058988.1 [P47742-1];	P47742;
P54313	GBB2_RAT	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)	Rattus norvegicus (Rat)	Gnb2	NP_112299.1;	P54313;
Q6Q7Y5	GNA13_RAT	reviewed	Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13)	Rattus norvegicus (Rat)	Gna13	NP_001013137.1;	Q6Q7Y5;
Q8R4T5	GRASP_RAT	reviewed	General receptor for phosphoinositides 1-associated scaffold protein (GRP1-associated scaffold protein) (95 kDa postsynaptic density protein discs-large ZO-1 domain-containing protein) (PSD-95 PDZ domain-containing protein) (Tamalin)	Rattus norvegicus (Rat)	Tamalin	NP_620249.1;	Q8R4T5;
P83645	GPX2_RAT	reviewed	Glutathione peroxidase 2 (GPx-2) (GSHPx-2) (EC 1.11.1.9) (Glutathione peroxidase-gastrointestinal) (GPx-GI) (GSHPx-GI)	Rattus norvegicus (Rat)	Gpx2		P83645;
P31421	GRM2_RAT	reviewed	Metabotropic glutamate receptor 2 (mGluR2)	Rattus norvegicus (Rat)	Grm2	NP_001099181.1;XP_017450945.1;XP_017450946.1;	P31421;
A9UMV8	H2AJ_RAT	reviewed	Histone H2A.J (H2a/j)	Rattus norvegicus (Rat)	H2aj	NP_001103080.1;XP_008761669.1;	A9UMV8;
A1L1K8	HABP4_RAT	reviewed	Intracellular hyaluronan-binding protein 4 (IHABP-4) (IHABP4) (Hyaluronan-binding protein 4) (Ki-1/57 intracellular antigen)	Rattus norvegicus (Rat)	Habp4	NP_001073409.1;	A1L1K8;
A0A096MK47	MLIP_RAT	reviewed	Muscular LMNA-interacting protein (Cardiac Isl1-interacting protein) (CIP)	Rattus norvegicus (Rat)	Mlip		A0A096MK47;
Q63345	MOG_RAT	reviewed	Myelin-oligodendrocyte glycoprotein	Rattus norvegicus (Rat)	Mog		Q63345;
O54701	NCKX2_RAT	reviewed	Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2)	Rattus norvegicus (Rat)	Slc24a2	NP_113931.1 [O54701-1];	O54701;
F1M2Z5	NCMAP_RAT	reviewed	Noncompact myelin-associated protein (Myelin protein of 11 kDa) (MP11)	Rattus norvegicus (Rat)	Ncmap	NP_001240847.1;	
P55067	NCAN_RAT	reviewed	Neurocan core protein (245 kDa early postnatal core glycoprotein) (Chondroitin sulfate proteoglycan 3) [Cleaved into: 150 kDa adult core glycoprotein]	Rattus norvegicus (Rat)	Ncan		
P04857	NCAP_SENDE	reviewed	Nucleoprotein (Nucleocapsid protein) (NP) (Protein N)	Sendai virus (strain Enders) (SeV)	N		
Q69CM7	MYBPP_RAT	reviewed	MYCBP-associated protein (Organ of Corti membrane-associated protein of 106 kDa)	Rattus norvegicus (Rat)	Mycbpap	NP_001009482.1 [Q69CM7-2];	Q69CM7;
D3ZSZ3	NLK_RAT	reviewed	Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase)	Rattus norvegicus (Rat)	Nlk	NP_001178853.1;	D3ZSZ3;
Q04940	NEUG_RAT	reviewed	Neurogranin (Ng) (Protein kinase C substrate 7.5 kDa protein) (RC3) [Cleaved into: NEUG(55-78)]	Rattus norvegicus (Rat)	Nrgn	NP_077054.1;	Q04940;
D3ZN43	NDUF6_RAT	reviewed	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6	Rattus norvegicus (Rat)	Ndufaf6	NP_001263370.1;	
P16884	NFH_RAT	reviewed	Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	Rattus norvegicus (Rat)	Nefh		P16884;
Q6IMZ0	NFIL3_RAT	reviewed	Nuclear factor interleukin-3-regulated protein (E4 promoter-binding protein 4)	Rattus norvegicus (Rat)	Nfil3	NP_446179.2;XP_006253729.1;XP_006253731.1;XP_006253732.1;	Q6IMZ0;
Q5PPG6	NP1L5_RAT	reviewed	Nucleosome assembly protein 1-like 5	Rattus norvegicus (Rat)	Nap1l5	NP_001037758.1;XP_006236649.1;	
Q6TMG5	NEMO_RAT	reviewed	NF-kappa-B essential modulator (NEMO) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	Rattus norvegicus (Rat)	Ikbkg	NP_954534.1;XP_006229646.1;XP_006229647.1;	Q6TMG5;
Q66H99	NOL10_RAT	reviewed	Nucleolar protein 10	Rattus norvegicus (Rat)	Nol10	NP_001014098.1;	
O35276	NRP2_RAT	reviewed	Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2)	Rattus norvegicus (Rat)	Nrp2	NP_110496.1;	
P22829	NR4A1_RAT	reviewed	Nuclear receptor subfamily 4 group A member 1 (NUR77) (Nerve growth factor-induced protein I-B) (NGFI-B) (Orphan nuclear receptor HMR)	Rattus norvegicus (Rat)	Nr4a1	NP_077364.2;XP_006242418.1;XP_006242420.1;XP_017450619.1;	P22829;
Q63525	NUDC_RAT	reviewed	Nuclear migration protein nudC (Nuclear distribution protein C homolog) (c15)	Rattus norvegicus (Rat)	Nudc	NP_058967.1;	Q63525;
Q6EV70	OFUT1_RAT	reviewed	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	Rattus norvegicus (Rat)	Pofut1	NP_001002278.1;	
Q9QZA2	PDC6I_RAT	reviewed	Programmed cell death 6-interacting protein (ALG-2-interacting protein 1)	Rattus norvegicus (Rat)	Pdcd6ip	XP_006244059.1;	Q9QZA2;
Q63788	P85B_RAT	reviewed	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	Rattus norvegicus (Rat)	Pik3r2		Q63788;
P11598	PDIA3_RAT	reviewed	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60) (HIP-70) (Q-2)	Rattus norvegicus (Rat)	Pdia3	NP_059015.1;	P11598;
Q63418	PCDH3_RAT	reviewed	Protocadherin-3	Rattus norvegicus (Rat)	Pcdh3	NP_775122.1;	Q63418;
Q5XI02	PDILT_RAT	reviewed	Protein disulfide-isomerase-like protein of the testis	Rattus norvegicus (Rat)	Pdilt	NP_001013924.1;	Q5XI02;
Q9QZR8	PDZD2_RAT	reviewed	PDZ domain-containing protein 2 (PDZ domain-containing protein 3) (Plakophilin-related armadillo repeat protein-interacting PDZ protein) [Cleaved into: Processed PDZ domain-containing protein 2]	Rattus norvegicus (Rat)	Pdzd2	NP_075229.1;	Q9QZR8;
Q5PQQ1	GTPB3_RAT	reviewed	tRNA modification GTPase GTPBP3, mitochondrial (GTP-binding protein 3)	Rattus norvegicus (Rat)	Gtpbp3	NP_001011919.1;	Q5PQQ1;
A2RRU1	GYS1_RAT	reviewed	Glycogen [starch] synthase, muscle (EC 2.4.1.11)	Rattus norvegicus (Rat)	Gys1	NP_001103085.1;	A2RRU1;
Q925G1	HDGR2_RAT	reviewed	Hepatoma-derived growth factor-related protein 2 (HRP-2) (Hepatoma-derived growth factor 3) (HDGF-3)	Rattus norvegicus (Rat)	Hdgfl2	NP_598232.1;XP_006244353.1 [Q925G1-2];	
Q497B3	KCP3_RAT	reviewed	Keratinocyte-associated protein 3 (KCP-3)	Rattus norvegicus (Rat)	Krtcap3	NP_001103144.1;	
P15791	KCC2D_RAT	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17)	Rattus norvegicus (Rat)	Camk2d	NP_036651.1 [P15791-1];XP_017446093.1 [P15791-1];XP_017446094.1 [P15791-1];XP_017446095.1 [P15791-1];XP_017446099.1 [P15791-4];XP_017446100.1 [P15791-4];XP_017446102.1 [P15791-6];XP_017446106.1 [P15791-2];	P15791;
P08413	KCC2B_RAT	reviewed	Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17)	Rattus norvegicus (Rat)	Camk2b	NP_001035815.1;NP_068507.2;	P08413;
Q6AY70	KANL2_RAT	reviewed	KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog)	Rattus norvegicus (Rat)	Kansl2	NP_001004244.2 [Q6AY70-1];XP_008763913.1 [Q6AY70-1];XP_008763914.1 [Q6AY70-1];XP_008763915.1 [Q6AY70-1];XP_008763916.1;XP_008764075.1 [Q6AY70-1];XP_008764076.1 [Q6AY70-1];XP_008764077.1 [Q6AY70-1];XP_008764078.1;XP_008764079.1;	Q6AY70;
Q9ERS0	KCNKD_RAT	reviewed	Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1)	Rattus norvegicus (Rat)	Kcnk13	NP_071629.1;	
Q62902	LMAN1_RAT	reviewed	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58)	Rattus norvegicus (Rat)	Lman1	NP_446338.1;	Q62902;
P53670	LIMK2_RAT	reviewed	LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1)	Rattus norvegicus (Rat)	Limk2	NP_077049.2 [P53670-1];XP_006251298.1 [P53670-2];	P53670;
D3ZNT6	MAFA_RAT	reviewed	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator)	Rattus norvegicus (Rat)	Mafa	XP_006241965.1;	
Q66H23	MFRN1_RAT	reviewed	Mitoferrin-1 (Mitochondrial iron transporter 1) (Solute carrier family 25 member 37)	Rattus norvegicus (Rat)	Slc25a37	NP_001014018.1;	Q66H23;
Q7TQ72	MIS12_RAT	reviewed	Protein MIS12 homolog (Liver regeneration-related protein LRRG112)	Rattus norvegicus (Rat)	Mis12	NP_001041437.1;	
Q6AYQ6	MMAD_RAT	reviewed	Cobalamin trafficking protein CblD (CblD) (Methylmalonic aciduria and homocystinuria type D homolog, mitochondrial)	Rattus norvegicus (Rat)	Mmadhc	NP_001004280.1;	
Q4G091	MICLK_RAT	reviewed	MICAL C-terminal-like protein (Mical-cL) (ERK2-binding testicular protein 1) (Ebitein-1) (Protein RSB-11-77)	Rattus norvegicus (Rat)	Micalcl	NP_872610.2 [Q4G091-1];	Q4G091;
D4A734	MOT12_RAT	reviewed	Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12)	Rattus norvegicus (Rat)	Slc16a12	NP_001178566.1;XP_017444788.1;XP_017444789.1;XP_017444790.1;XP_017444791.1;XP_017444792.1;	
Q62862	MP2K5_RAT	reviewed	Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)	Rattus norvegicus (Rat)	Map2k5	NP_001029159.1 [Q62862-1];NP_058942.1 [Q62862-2];XP_017450991.1 [Q62862-3];	Q62862;
P63031	MPC1_RAT	reviewed	Mitochondrial pyruvate carrier 1 (Apoptosis-regulating basic protein) (Brain protein 44-like protein)	Rattus norvegicus (Rat)	Mpc1	NP_598245.1;	P63031;
B1WBP0	MPPD2_RAT	reviewed	Metallophosphoesterase MPPED2 (EC 3.1.-.-) (239FB) (Fetal brain protein 239 homolog) (Metallophosphoesterase domain-containing protein 2)	Rattus norvegicus (Rat)	Mpped2	NP_942073.2;XP_006234742.1;XP_006234743.1;XP_006234744.1;XP_006234745.1;XP_008760326.1;XP_017447394.1;XP_017447395.1;	
P97881	MUC13_RAT	reviewed	Mucin-13 (MUC-13)	Rattus norvegicus (Rat)	Muc13		
Q8CFD9	NCTR3_RAT	reviewed	Natural cytotoxicity triggering receptor 3 (Natural killer cell p30-related protein) (NK-p30) (NKp30) (CD antigen CD337)	Rattus norvegicus (Rat)	Ncr3		
P00388	NCPR_RAT	reviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	Rattus norvegicus (Rat)	Por	NP_113764.1;	P00388;
Q6AY12	NB5R2_RAT	reviewed	NADH-cytochrome b5 reductase 2 (b5R.2) (EC 1.6.2.2)	Rattus norvegicus (Rat)	Cyb5r2	NP_001014266.1;	Q6AY12;
Q5I0M2	NADC_RAT	reviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase) (QPRTase)	Rattus norvegicus (Rat)	Qprt	NP_001009646.1;	Q5I0M2;
D9I2G4	NL1A5_RAT	reviewed	NACHT, LRR and PYD domains-containing protein 1a allele 5 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Rattus norvegicus (Rat)	Nlrp1a		
P18590	MX3_RAT	reviewed	Interferon-induced GTP-binding protein Mx3 (Myxovirus resistance protein 3)	Rattus norvegicus (Rat)	Mx3		
Q63035	NLRP6_RAT	reviewed	NACHT, LRR and PYD domains-containing protein 6 (Angiotensin II/vasopressin receptor) (Non-angiotensin-vasopressin receptor) (Non-AVR) (PYRIN-containing APAF1-like protein 5-like)	Rattus norvegicus (Rat)	Nlrp6	NP_599202.2 [Q63035-1];	Q63035;
Q6IMG5	NHLC1_RAT	reviewed	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	Rattus norvegicus (Rat)	Nhlrc1	NP_954706.1;	
Q6AYT2	NFE2_RAT	reviewed	Transcription factor NF-E2 45 kDa subunit (Leucine zipper protein NF-E2) (Nuclear factor, erythroid-derived 2 45 kDa subunit) (p45 NF-E2)	Rattus norvegicus (Rat)	Nfe2	NP_001012224.1;XP_006242494.1;XP_006242495.1;XP_017450513.1;	
P97526	NF1_RAT	reviewed	Neurofibromin (Neurofibromatosis-related protein NF-1)	Rattus norvegicus (Rat)	Nf1	NP_036741.1;	P97526;
Q5FVG6	PRR5_RAT	reviewed	Proline-rich protein 5 (Protein observed with Rictor-1) (Protor-1)	Rattus norvegicus (Rat)	Prr5	NP_001012121.1;	Q5FVG6;
P02683	NSG1_RAT	reviewed	Neuronal vesicle trafficking-associated protein 1 (Brain neuron cytoplasmic protein 1/2) (Neuron-enriched endosomal protein of 21 kDa) (Neuron-specific protein family member 1)	Rattus norvegicus (Rat)	Nsg1	NP_077042.2;	P02683;
O08957	NRN1_RAT	reviewed	Neuritin	Rattus norvegicus (Rat)	Nrn1	NP_445798.1;	
Q2LC84	NUMB_RAT	reviewed	Protein numb homolog	Rattus norvegicus (Rat)	Numb		Q2LC84;
P33535	OPRM_RAT	reviewed	Mu-type opioid receptor (M-OR-1) (MOR-1) (Opioid receptor B)	Rattus norvegicus (Rat)	Oprm1	NP_001033686.1 [P33535-2];NP_001033688.2 [P33535-5];NP_001033689.1 [P33535-6];NP_001033690.1 [P33535-7];NP_001291664.1 [P33535-1];NP_001291666.1 [P33535-1];NP_001291667.1 [P33535-1];NP_001291669.1 [P33535-1];NP_037203.1 [P33535-1];	P33535;
P0CAX5	OPHN1_RAT	reviewed	Oligophrenin-1	Rattus norvegicus (Rat)	Ophn1	NP_001101318.1;XP_006257134.1;XP_017457518.1;	P0CAX5;
Q9Y5E4	PCDB5_HUMAN	reviewed	Protocadherin beta-5 (PCDH-beta-5)	Homo sapiens (Human)	PCDHB5	NP_056484.2;	Q9Y5E4;
Q5EBA8	PCFT_RAT	reviewed	Proton-coupled folate transporter (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	Rattus norvegicus (Rat)	Slc46a1	NP_001013991.1;XP_006247001.1;	Q5EBA8;
P13589	PACA_RAT	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Rattus norvegicus (Rat)	Adcyap1	NP_058685.1;XP_006245734.1;XP_006245735.1;XP_006245736.1;XP_008765640.1;	
Q6P7Q0	ETKMT_RAT	reviewed	Electron transfer flavoprotein beta subunit lysine methyltransferase (EC 2.1.1.-) (ETFB lysine methyltransferase) (ETFB-KMT) (Protein N-lysine methyltransferase METTL20)	Rattus norvegicus (Rat)	Etfbkmt	NP_942067.1;XP_006237763.1;	
O54924	EXOC8_RAT	reviewed	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	Rattus norvegicus (Rat)	Exoc8	NP_620612.1;	O54924;
Q9Z0L5	EREG_RAT	reviewed	Proepiregulin [Cleaved into: Epiregulin (EPR)]	Rattus norvegicus (Rat)	Ereg	NP_067721.1;	Q9Z0L5;
P29676	EPO_RAT	reviewed	Erythropoietin	Rattus norvegicus (Rat)	Epo	NP_058697.1;	
Q63010	EST5_RAT	reviewed	Liver carboxylesterase B-1 (EC 3.1.1.1) (Liver microsomal carboxylesterase)	Rattus norvegicus (Rat)		NP_001019536.1;	Q63010;
Q5XII0	EPDR1_RAT	reviewed	Mammalian ependymin-related protein 1 (MERP-1)	Rattus norvegicus (Rat)	Epdr1	NP_001007626.1;	
P36365	FMO1_RAT	reviewed	Dimethylaniline monooxygenase [N-oxide-forming] 1 (EC 1.14.13.8) (Dimethylaniline oxidase 1) (Hepatic flavin-containing monooxygenase 1) (FMO 1)	Rattus norvegicus (Rat)	Fmo1	NP_036924.1;XP_006250207.1;XP_006250208.1;	P36365;
B1WC10	FRITZ_RAT	reviewed	WD repeat-containing and planar cell polarity effector protein fritz homolog (WD repeat-containing and planar cell polarity effector protein)	Rattus norvegicus (Rat)	Wdpcp	NP_001121009.1;	
Q5U2R3	FRMD8_RAT	reviewed	FERM domain-containing protein 8	Rattus norvegicus (Rat)	Frmd8	NP_001008349.1;	Q5U2R3;
Q63249	FOXD4_RAT	reviewed	Forkhead box protein D4 (Forkhead-related protein FKHL9) (Forkhead-related transcription factor 5) (FREAC-5) (Hepatocyte nuclear factor 3 forkhead homolog 6) (HFH-6) (Fragment)	Rattus norvegicus (Rat)	Foxd4		Q63249;
Q5M868	GBA2_RAT	reviewed	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.-) (Glucosylceramidase 2)	Rattus norvegicus (Rat)	Gba2		
D3ZKM3	GP15L_RAT	reviewed	Protein GPR15L	Rattus norvegicus (Rat)	Gpr15l	NP_001099533.2;	
Q9JKB0	HCN1_RAT	reviewed	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	Rattus norvegicus (Rat)	Hcn1	NP_445827.1;	Q9JKB0;
P85411	KTDAP_RAT	reviewed	Keratinocyte differentiation-associated protein	Rattus norvegicus (Rat)	Krtdap		
P56536	KIF5C_RAT	reviewed	Kinesin heavy chain isoform 5C (Kinesin heavy chain neuron-specific 2) (Fragment)	Rattus norvegicus (Rat)	Kif5c		
P36373	KLK7_RAT	reviewed	Glandular kallikrein-7, submandibular/renal (rGK-7) (EC 3.4.21.35) (Esterase B) (Kallikrein-related protein K1) (Proteinase A) (RSKG-7) (Tissue kallikrein)	Rattus norvegicus (Rat)	Klk7	NP_036725.1;	P36373;
P70606	KCNN1_RAT	reviewed	Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (KCa2.1)	Rattus norvegicus (Rat)	Kcnn1	NP_062186.1;XP_017455721.1;	P70606;
O88944	KCNQ3_RAT	reviewed	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)	Rattus norvegicus (Rat)	Kcnq3		O88944;
Q5I0C3	MCCA_RAT	reviewed	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	Rattus norvegicus (Rat)	Mccc1	NP_001009653.1;	Q5I0C3;
P06829	L_SENDE	reviewed	RNA-directed RNA polymerase L (Protein L) (Large structural protein) (Replicase) (Transcriptase) [Includes: RNA-directed RNA polymerase (EC 2.7.7.48); GTP phosphohydrolase (EC 3.6.1.-); GDP polyribonucleotidyltransferase (EC 2.7.7.88) (PRNTase); mRNA (nucleoside-2'-O-)-methyltransferase (N1-2'-O-MTase) (EC 2.1.1.-); mRNA (guanine-N(7)-)-methyltransferase (G-N7-MTase) (EC 2.1.1.-)]	Sendai virus (strain Enders) (SeV)	L		
O88382	MAGI2_RAT	reviewed	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 (Atrophin-1-interacting protein 1) (AIP-1) (Membrane-associated guanylate kinase inverted 2) (MAGI-2) (Synaptic-scaffolding molecule) (S-SCAM)	Rattus norvegicus (Rat)	Magi2	NP_446073.1 [O88382-1];	O88382;
Q6AYQ0	MAGIX_RAT	reviewed	PDZ domain-containing protein MAGIX	Rattus norvegicus (Rat)	Magix	NP_001014131.1;	Q6AYQ0;
O88994	MARC2_RAT	reviewed	Mitochondrial amidoxime reducing component 2 (mARC2) (EC 1.7.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 2) (MOSC domain-containing protein 2) (Moco sulfurase C-terminal domain-containing protein 2)	Rattus norvegicus (Rat)	Mtarc2	NP_599237.1;	O88994;
Q66H84	MAPK3_RAT	reviewed	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1)	Rattus norvegicus (Rat)	Mapkapk3	NP_001012127.1;XP_006243838.1;XP_008764753.1;	Q66H84;
A6P320	MARHB_RAT	reviewed	E3 ubiquitin-protein ligase MARCHF11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCHF11)	Rattus norvegicus (Rat)	Marchf11	NP_001095298.1;	
Q08834	MGT5A_RAT	reviewed	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]	Rattus norvegicus (Rat)	Mgat5	NP_075583.1;XP_008767721.2;XP_017454423.1;	Q08834;
P39878	PA2GC_RAT	reviewed	Group IIC secretory phospholipase A2 (GIIC sPLA2) (sPLA2-IIC) (EC 3.1.1.4) (14 kDa phospholipase A2) (PLA2-8) (Phosphatidylcholine 2-acylhydrolase 2C)	Rattus norvegicus (Rat)	Pla2g2c	NP_062075.1;XP_006239204.1;XP_006239205.1;XP_008762435.1;	
P55068	PGCB_RAT	reviewed	Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB)	Rattus norvegicus (Rat)	Bcan	NP_001028837.1;NP_037048.2;	P55068;
Q56A20	P3IP1_RAT	reviewed	Phosphoinositide-3-kinase-interacting protein 1 (Kringle domain-containing protein HGFL)	Rattus norvegicus (Rat)	Pik3ip1	NP_001017453.1;	
P35355	PGH2_RAT	reviewed	Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2)	Rattus norvegicus (Rat)	Ptgs2	NP_058928.3;	P35355;
P0C0R5	PI3R4_RAT	reviewed	Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1)	Rattus norvegicus (Rat)	Pik3r4	XP_006243862.1;XP_006243863.1;	P0C0R5;
Q63651	GRK1_RAT	reviewed	Rhodopsin kinase GRK1 (RK) (EC 2.7.11.14) (G protein-coupled receptor kinase 1)	Rattus norvegicus (Rat)	Grk1	NP_112358.1;	Q63651;
P70619	GSHR_RAT	reviewed	Glutathione reductase (GR) (GRase) (EC 1.8.1.7) (Fragment)	Rattus norvegicus (Rat)	Gsr		P70619;
P09215	KPCD_RAT	reviewed	Protein kinase C delta type (EC 2.7.11.13) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)]	Rattus norvegicus (Rat)	Prkcd	NP_579841.1 [P09215-1];	P09215;
Q5XIS9	KPCD2_RAT	reviewed	Serine/threonine-protein kinase D2 (EC 2.7.11.13) (nPKC-D2)	Rattus norvegicus (Rat)	Prkd2	NP_001013917.1;	Q5XIS9;
P63161	KCNE2_RAT	reviewed	Potassium voltage-gated channel subfamily E member 2 (MinK-related peptide 1) (Minimum potassium ion channel-related peptide 1) (Potassium channel subunit beta MiRP1)	Rattus norvegicus (Rat)	Kcne2	NP_598287.1;XP_006248085.1;XP_008766776.1;	P63161;
